Name,Ticker,ISIN,SecId,Global Broad Category Group,Average Eff Duration Survey,Fixd-Inc Eff Dur - Avg yrs (Calc) (Long) (FI%),Average Mod Duration Survey,Portfolio Risk Score,Portfolio Risk Score Date
Wasatch Ultra Growth,WAMCX,US9367724096,FOUSA00FV3,Equity,,,,153.93,7/31/2022
Wasatch Ultra Growth Institutional,WGMCX,US9367935791,F000014IXU,Equity,,,,153.90,7/31/2022
Wasatch US Select Inst,WGUSX,US9367935122,F00001DM55,Equity,,,,,
Wasatch US Select Investor,WAUSX,US9367935205,F00001DM54,Equity,,,,,
Wasatch-Hoisington US Treasury,WHOSX,US9367723007,FOUSA00FVZ,Fixed Income,19.91,,,93.44,7/31/2022
Water Island Credit Opportunities A,AGCAX,US03875R8741,F00000PRNY,Fixed Income,,,,21.87,7/31/2022
Water Island Credit Opportunities I,ACFIX,US03875R8097,F00000OUQZ,Fixed Income,,,,21.89,7/31/2022
Water Island Credit Opportunities R,ARCFX,US03875R7008,F00000OUR0,Fixed Income,,,,21.97,7/31/2022
Water Island Event-Driven Fund A,AGEAX,US03875R8584,F00000PRNX,Alternative,,,,26.70,7/31/2022
Water Island Event-Driven Fund I,AEDNX,US03875R4039,F00000J72H,Alternative,,,,26.60,7/31/2022
Water Island Event-Driven Fund R,AEDFX,US03875R3049,F00000J72G,Alternative,,,,26.40,7/31/2022
Wavelength Interest Rate Neutral,WAVLX,US90386H8833,F00000Q4HG,Fixed Income,4.70,,4.22,29.35,7/31/2022
Waycross Focused Core Equity Fund,WAYFX,US9441741017,F000015E2M,Equity,,,,,
Waycross Long/Short Equity,WAYEX,US9441742007,F00000VCML,Equity,,,,70.69,7/31/2022
WCM China Quality Growth Institutional,WCMCX,US46143U8071,F000014PN4,Equity,,,,151.56,7/31/2022
WCM China Quality Growth Investor,WCQGX,US46143U7081,F000014PN3,Equity,,,,151.36,7/31/2022
WCM Developing World Equity Ins,WCMDX,US46143U8568,F000014PN7,Equity,,,,130.07,7/31/2022
WCM Developing World Equity Inv,WCMUX,US46143U8642,F000014PN6,Equity,,,,129.93,7/31/2022
WCM Focused Emerging Markets Instl,WCMEX,US46141P8344,F00000PT0U,Equity,,,,145.11,7/31/2022
WCM Focused Emerging Markets Investor,WFEMX,US46141P8427,F00000PT0W,Equity,,,,145.18,7/31/2022
WCM Focused Global Growth Institutional,WCMGX,US46141P8187,F00000PT0Z,Equity,,,,101.82,7/31/2022
WCM Focused Global Growth Investor,WFGGX,US46141P8260,F00000PT10,Equity,,,,101.81,7/31/2022
WCM Focused International Growth Instl,WCMIX,US4614184442,F00000MIHY,Equity,,,,105.31,7/31/2022
WCM Focused International Growth Inv,WCMRX,US4614183865,F00000MNDL,Equity,,,,105.29,7/31/2022
WCM Focused International Opps Ins,WCMOX,US46143U6828,F00001699V,Equity,,,,,
WCM Focused International Opps Inv,WCFOX,US46143U6901,F00001699U,Equity,,,,,
WCM Focused International Value Ins,WCMVX,US46143U8238,F0000152TP,Equity,,,,112.70,7/31/2022
WCM Focused International Value Investor,WLIVX,US46143U8311,F0000152TN,Equity,,,,112.59,7/31/2022
WCM Focused Mid Cap Institutional,WCMAX,US46143U6661,F00001DYKC,Equity,,,,,
WCM Focused Mid Cap Investor,WMIDX,US46143U6588,F00001DYKD,Equity,,,,,
WCM Focused Small Cap Institutional,WCMFX,US46143U4013,F0000142QA,Equity,,,,135.74,7/31/2022
WCM Focused Small Cap Investor,WCMJX,US46143U3023,F0000142Q9,Equity,,,,135.81,7/31/2022
WCM International Equity Ins,WCMMX,US46143U8725,F000014PN9,Equity,,,,98.31,7/31/2022
WCM International Equity Inv,WESGX,US46143U8808,F000014PN8,Equity,,,,98.30,7/31/2022
WCM International Long-Term Growth Ins,WCMTX,US46143U7164,F00001699W,Equity,,,,,
WCM International Long-Term Growth Inv,WILGX,US46143U7248,F00001699X,Equity,,,,,
WCM International Small Cap Growth Instl,WCMSX,US46141Q6834,F00000W3CI,Equity,,,,139.03,7/31/2022
WCM Small Cap Growth Institutional,WCMLX,US46143U2033,F0000142QB,Equity,,,,137.54,7/31/2022
WCM Small Cap Growth Investor,WCMNX,US46143U1043,F0000142QC,Equity,,,,137.23,7/31/2022
Wealthfront Risk Parity W,WFRPX,US90214Q8731,F00000ZP8R,Allocation,,0.13,,97.27,7/31/2022
Wedgewood Institutional,RWGIX,US76882K3068,F00000J46P,Equity,,,,108.66,7/31/2022
Wedgewood Retail,RWGFX,US76882K4058,F00000J46O,Equity,,,,108.25,7/31/2022
Weiss Alternative Multi-Stgy Fd Inv Cl,WEIZX,US81752T8412,F00000W6BF,Alternative,,7.11,,40.21,7/31/2022
Weiss Alternative Multi-Strategy Fd Cl K,WEISX,US81752T2050,F00000W6BH,Alternative,,7.11,,40.31,7/31/2022
Weitz Balanced Fund - Investor,WBALX,US94904P1049,FOUSA04B4J,Allocation,1.83,,2.02,40.80,7/31/2022
Weitz Balanced Institutional,WBAIX,US94904P8150,F000013FV5,Allocation,1.83,,2.02,40.77,7/31/2022
Weitz Core Plus Income Institutional,WCPBX,US94904P8317,F00000TF6U,Fixed Income,5.20,,5.81,23.77,7/31/2022
Weitz Core Plus Income Investor,WCPNX,US94904P8234,F00000TF6V,Fixed Income,5.20,,5.81,24.03,7/31/2022
Weitz Hickory,WEHIX,US94904P5008,FOUSA00FPL,Equity,,,,118.29,7/31/2022
Weitz Nebraska Tax-Free Income,WNTFX,US94904P8077,FOUSA05TVP,Fixed Income,4.00,4.16,3.69,12.84,7/31/2022
Weitz Partners III Opportunity Instl,WPOPX,US94904P7087,FOUSA05H5Z,Equity,,,,90.69,7/31/2022
Weitz Partners III Opportunity Investor,WPOIX,US94904P8721,F00000MNDB,Equity,,,,90.73,7/31/2022
Weitz Partners Value Institutional,WPVIX,US94904P8499,F00000TF6X,Equity,,,,111.46,7/31/2022
Weitz Partners Value Investor,WPVLX,US94904P6097,FOUSA00D80,Equity,,,,111.53,7/31/2022
Weitz Short Duration Income Instl,WEFIX,US94904P3029,FOUSA00FV7,Fixed Income,1.60,,2.14,11.48,7/31/2022
Weitz Short Duration Income Investor,WSHNX,US94904P8648,F00000MNDA,Fixed Income,1.60,,2.14,11.43,7/31/2022
Weitz Ultra Short Government Instl,SAFEX,US94904P4019,FMUSA00053,Fixed Income,0.15,,0.15,0.96,7/31/2022
Weitz Value Institutional,WVAIX,US94904P8564,F00000TF6W,Equity,,,,96.90,7/31/2022
Weitz Value Investor,WVALX,US94904P2039,FOUSA00FV6,Equity,,,,96.84,7/31/2022
Wellington Shields All-Cap Instl,WSACX,US1402961049,FOUSA00D1X,Equity,,,,101.63,7/31/2022
WesMark Balanced,WMBLX,US9510253035,FOUSA00IVB,Allocation,,4.04,,61.31,7/31/2022
WesMark Government Bond,WMBDX,US9510254025,FOUSA00JKK,Fixed Income,,6.83,,16.51,7/31/2022
WesMark Large Company Fund,WMKGX,US9510252045,FOUSA00GE4,Equity,,,,103.84,7/31/2022
WesMark Small Company Fund,WMKSX,US9510255014,FOUSA00B08,Equity,,,,130.06,7/31/2022
WesMark Tactical Opportunity,WMKTX,US9510256004,F00000YBY1,Allocation,4.85,,,72.61,7/31/2022
WesMark WV Municipal Bond,WMKMX,US9510251054,FOUSA00HBU,Fixed Income,,5.76,,17.09,7/31/2022
West Hills Tactical Core Fund,LEBOX,US3520052016,FOUSA06TZ5,Alternative,,,,53.49,7/31/2022
West Loop Realty A,REIAX,US46141P4467,F00000QK7D,Equity,,,,94.45,7/31/2022
West Loop Realty C,REICX,US46141P4384,F00000QK7E,Equity,,,,94.18,7/31/2022
West Loop Realty Instl,REIIX,US46141P4202,F00000QK7F,Equity,,,,94.34,7/31/2022
Western Asset California Municipals A,SHRCX,US52468T1025,FOUSA00F53,Fixed Income,7.72,6.87,,25.44,7/31/2022
Western Asset California Municipals C,SCACX,US52468T3005,FOUSA00B9S,Fixed Income,7.72,6.87,,25.32,7/31/2022
Western Asset California Municipals I,LMCUX,US52468T4094,FOUSA05IFV,Fixed Income,7.72,6.87,,25.45,7/31/2022
Western Asset California Municipals IS,SHRSX,US52468A5829,F00000Z4LD,Fixed Income,7.72,6.87,,25.43,7/31/2022
Western Asset Core Bond A,WABAX,US9576634953,F00000NYLW,Fixed Income,7.60,4.36,,23.13,7/31/2022
Western Asset Core Bond C,WABCX,US9576634870,F00000NYLX,Fixed Income,7.60,4.36,,22.94,7/31/2022
Western Asset Core Bond C1,LWACX,US9576631645,F00000ONCM,Fixed Income,7.60,4.36,,22.99,7/31/2022
Western Asset Core Bond FI,WAPIX,US9576634045,FOUSA00HSP,Fixed Income,7.60,4.36,,23.06,7/31/2022
Western Asset Core Bond I,WATFX,US9576633054,FOUSA00E5X,Fixed Income,7.60,4.36,,23.07,7/31/2022
Western Asset Core Bond IS,WACSX,US9576636776,FOUSA06Y04,Fixed Income,7.60,4.36,,23.04,7/31/2022
Western Asset Core Bond R,WABRX,US9576634797,F00000NYLY,Fixed Income,7.60,4.36,,23.09,7/31/2022
Western Asset Core Plus Bond A,WAPAX,US9576634615,F00000NYLZ,Fixed Income,8.01,4.31,,34.11,7/31/2022
Western Asset Core Plus Bond C,WAPCX,US9576634532,F00000NYM0,Fixed Income,8.01,4.31,,34.05,7/31/2022
Western Asset Core Plus Bond C1,LWCPX,US9576631561,F00000ONCL,Fixed Income,8.01,4.31,,34.09,7/31/2022
Western Asset Core Plus Bond FI,WACIX,US9576636024,FOUSA02UL8,Fixed Income,8.01,4.31,,34.05,7/31/2022
Western Asset Core Plus Bond I,WACPX,US9576635034,FOUSA0076Q,Fixed Income,8.01,4.31,,34.10,7/31/2022
Western Asset Core Plus Bond IS,WAPSX,US9576636693,FOUSA06Y05,Fixed Income,8.01,4.31,,33.97,7/31/2022
Western Asset Core Plus Bond R,WAPRX,US9576634466,F00000NYM1,Fixed Income,8.01,4.31,,33.95,7/31/2022
Western Asset Corporate Bond A,SIGAX,US52469F3174,FOUSA00CO1,Fixed Income,7.78,7.04,,48.99,7/31/2022
Western Asset Corporate Bond C,LWBOX,US52468A8146,F00000GVC7,Fixed Income,7.78,7.04,,48.81,7/31/2022
Western Asset Corporate Bond C1,SBILX,US52469F2838,FOUSA00CXK,Fixed Income,7.78,7.04,,49.03,7/31/2022
Western Asset Corporate Bond I,SIGYX,US52469F2754,FOUSA00BCE,Fixed Income,7.78,7.04,,48.89,7/31/2022
Western Asset Corporate Bond P,LCBPX,US52469L6609,F000002LWU,Fixed Income,7.78,7.04,,48.90,7/31/2022
Western Asset Emerging Markets Dbt A,LWEAX,US52469L6948,FOUSA08MXC,Fixed Income,6.97,7.99,,69.97,7/31/2022
Western Asset Emerging Markets Dbt C,WAEOX,US52469L5619,F00000OBIL,Fixed Income,6.97,7.99,,70.23,7/31/2022
Western Asset Emerging Markets Dbt FI,LMWDX,US52469L5791,FOUSA06TMW,Fixed Income,6.97,7.99,,69.84,7/31/2022
Western Asset Emerging Markets Dbt I,SEMDX,US52469F4818,FOUSA00HLZ,Fixed Income,6.97,7.99,,70.03,7/31/2022
Western Asset Emerging Markets Dbt IS,LWISX,US52469L6781,FOUSA08MXE,Fixed Income,6.97,7.99,,70.65,7/31/2022
Western Asset Global High Yield Bd A,SAHYX,US52469F4651,FOUSA00CUB,Fixed Income,5.13,5.23,,61.60,7/31/2022
Western Asset Global High Yield Bd C,LWGOX,US52468A7981,F00000GVC9,Fixed Income,5.13,5.23,,61.62,7/31/2022
Western Asset Global High Yield Bd C1,SHYCX,US52469F4404,FOUSA00CBI,Fixed Income,5.13,5.23,,61.91,7/31/2022
Western Asset Global High Yield Bd I,SHYOX,US52469F4321,FOUSA00BHU,Fixed Income,5.13,5.23,,61.63,7/31/2022
Western Asset Global High Yield Bd IS,LWGSX,US52468A7239,F00000ONL6,Fixed Income,5.13,5.23,,61.30,7/31/2022
Western Asset High Yield A,WAYAX,US9576633963,F00000NYM8,Fixed Income,4.41,,,60.82,7/31/2022
Western Asset High Yield C,WAYCX,US9576633880,F00000NYM9,Fixed Income,4.41,,,60.55,7/31/2022
Western Asset High Yield I,WAHYX,US9576638426,FOUSA02U8K,Fixed Income,4.41,,,60.20,7/31/2022
Western Asset High Yield IS,WAHSX,US9576636362,FOUSA06Y07,Fixed Income,4.41,,,60.61,7/31/2022
Western Asset High Yield R,WAYRX,US9576633708,F00000NYMA,Fixed Income,4.41,,,60.68,7/31/2022
Western Asset Income A,SDSAX,US52469F7548,FOUSA00F5E,Fixed Income,3.84,,,55.15,7/31/2022
Western Asset Income C,LWSIX,US52468A7494,F0000044TL,Fixed Income,3.84,,,54.84,7/31/2022
Western Asset Income C1,SDSIX,US52469F7399,FOUSA00CMX,Fixed Income,3.84,,,55.00,7/31/2022
Western Asset Income I,SDSYX,US52469F7217,FOUSA00CHB,Fixed Income,3.84,,,54.90,7/31/2022
Western Asset Income IS,WAGIX,US52470V8220,F00000OP22,Fixed Income,3.84,,,55.12,7/31/2022
Western Asset Inflation Idxd Plus Bd A,WAFAX,US9576633625,F00000NYMB,Fixed Income,7.85,3.11,,22.58,7/31/2022
Western Asset Inflation Idxd Plus Bd C,WAFCX,US9576633542,F00000NYMC,Fixed Income,7.85,3.11,,22.66,7/31/2022
Western Asset Inflation Idxd Plus Bd C1,LWICX,US9576631496,F00000ONCK,Fixed Income,7.85,3.11,,22.73,7/31/2022
Western Asset Inflation Idxd Plus Bd FI,WATPX,US9576638756,FOUSA05IV1,Fixed Income,7.85,3.11,,22.51,7/31/2022
Western Asset Inflation Idxd Plus Bd I,WAIIX,US9576638830,FOUSA02SX0,Fixed Income,7.85,3.11,,22.61,7/31/2022
Western Asset Inflation Idxd Plus Bd IS,WAFSX,US9576635455,FOUSA06Y06,Fixed Income,7.85,3.11,,22.60,7/31/2022
Western Asset Inflation Idxd Plus Bd R,WAFRX,US9576633476,F00000NYMD,Fixed Income,7.85,3.11,,22.65,7/31/2022
Western Asset Interm Maturity CA Muni A,ITCAX,US52469F2671,FOUSA00F56,Fixed Income,5.66,5.48,,24.56,7/31/2022
Western Asset Interm Maturity CA Muni C,SIMLX,US52469F2598,FOUSA04AVJ,Fixed Income,5.66,5.48,,24.58,7/31/2022
Western Asset Interm Maturity CA Muni I,SICYX,US52469F2424,FOUSA00DIN,Fixed Income,5.66,5.48,,24.47,7/31/2022
Western Asset Interm Maturity NY Muni A,IMNYX,US52469F2341,FOUSA00F58,Fixed Income,4.68,4.49,,21.19,7/31/2022
Western Asset Interm Maturity NY Muni C,SINLX,US52469F2267,FOUSA04BH7,Fixed Income,4.68,4.49,,21.40,7/31/2022
Western Asset Interm Maturity NY Muni I,LMIIX,US52469F2184,FOUSA06RA3,Fixed Income,4.68,4.49,,21.42,7/31/2022
Western Asset Intermediate Bond A,WATAX,US9576633393,F00000NYME,Fixed Income,4.24,4.14,,18.38,7/31/2022
Western Asset Intermediate Bond C,WATCX,US9576633211,F00000NYMF,Fixed Income,4.24,4.14,,18.50,7/31/2022
Western Asset Intermediate Bond I,WATIX,US9576637014,FOUSA00C57,Fixed Income,4.24,4.14,,18.37,7/31/2022
Western Asset Intermediate Bond IS,WABSX,US9576636107,FOUSA06Y02,Fixed Income,4.24,4.14,,18.42,7/31/2022
Western Asset Intermediate Bond R,WATRX,US9576633138,F00000NYMG,Fixed Income,4.24,4.14,,18.67,7/31/2022
Western Asset Intermediate-Term Muni A,SBLTX,US52469L8845,FOUSA00F8C,Fixed Income,4.91,4.54,,23.39,7/31/2022
Western Asset Intermediate-Term Muni C,SMLLX,US52469L8688,FOUSA04BH9,Fixed Income,4.91,4.54,,23.60,7/31/2022
Western Asset Intermediate-Term Muni I,SBTYX,US52469L8431,FOUSA05ISN,Fixed Income,4.91,4.54,,23.61,7/31/2022
Western Asset Intermediate-Term Muni IS,SMLSX,US52468A6249,F00000YKK7,Fixed Income,4.91,4.54,,23.93,7/31/2022
Western Asset Macro Opportunities A,LAAAX,US95768D1037,F00000Q022,Fixed Income,3.17,,,80.61,7/31/2022
Western Asset Macro Opportunities C,LAACX,US95768D2027,F00000Q01Z,Fixed Income,3.17,,,80.28,7/31/2022
Western Asset Macro Opportunities FI,LAFIX,US95768D3017,F00000Q023,Fixed Income,3.17,,,80.47,7/31/2022
Western Asset Macro Opportunities I,LAOIX,US95768D4007,F00000Q020,Fixed Income,3.17,,,80.47,7/31/2022
Western Asset Macro Opportunities IS,LAOSX,US95768D5095,F00000Q021,Fixed Income,3.17,,,80.57,7/31/2022
Western Asset Managed Municipals 1,SMMOX,US52469J1034,FOUSA00L7F,Fixed Income,6.93,6.41,,28.29,7/31/2022
Western Asset Managed Municipals A,SHMMX,US52469J2024,FOUSA00F5O,Fixed Income,6.93,6.41,,28.30,7/31/2022
Western Asset Managed Municipals C,SMMCX,US52469J4004,FOUSA00E16,Fixed Income,6.93,6.41,,28.27,7/31/2022
Western Asset Managed Municipals I,SMMYX,US52469J5092,FOUSA00CPB,Fixed Income,6.93,6.41,,28.31,7/31/2022
Western Asset Managed Municipals IS,SSMMX,US52468A6165,F00000YKK8,Fixed Income,6.93,6.41,,28.30,7/31/2022
Western Asset Massachusetts Muni A,SLMMX,US52469K1007,FOUSA00F5L,Fixed Income,7.55,7.12,,25.14,7/31/2022
Western Asset Massachusetts Muni C,SMALX,US52469K3086,FOUSA00B1B,Fixed Income,7.55,7.12,,25.07,7/31/2022
Western Asset Massachusetts Muni I,LHMIX,US52469K4076,FOUSA06RA5,Fixed Income,7.55,7.12,,25.32,7/31/2022
Western Asset Mortgage Total Ret 1,SGVSX,US52469F3745,FOUSA00L7K,Fixed Income,6.52,,,18.50,7/31/2022
Western Asset Mortgage Total Ret A,SGVAX,US52469F3661,FOUSA00CNE,Fixed Income,6.52,,,18.53,7/31/2022
Western Asset Mortgage Total Ret C,LWMSX,US52468A7643,F00000GVCA,Fixed Income,6.52,,,18.39,7/31/2022
Western Asset Mortgage Total Ret C1,SGSLX,US52469F3414,FOUSA00CGV,Fixed Income,6.52,,,18.63,7/31/2022
Western Asset Mortgage Total Ret I,SGSYX,US52469F3331,FOUSA00DVY,Fixed Income,6.52,,,18.28,7/31/2022
Western Asset Mortgage Total Ret IS,LMBSX,US52468A6652,F00000ONLP,Fixed Income,6.52,,,18.50,7/31/2022
Western Asset Municipal High Income A,STXAX,US52469F5807,FOUSA00DDS,Fixed Income,7.66,7.14,,30.07,7/31/2022
Western Asset Municipal High Income C,SMHLX,US52469F5641,FOUSA00D95,Fixed Income,7.66,7.14,,30.09,7/31/2022
Western Asset Municipal High Income I,LMHIX,US52469F5567,FOUSA0600A,Fixed Income,7.66,7.14,,30.11,7/31/2022
Western Asset New Jersey Municipals A,SHNJX,US52469M1062,FOUSA00F5M,Fixed Income,6.64,6.12,,29.38,7/31/2022
Western Asset New Jersey Municipals C,SNJLX,US52469M3043,FOUSA00F5B,Fixed Income,6.64,6.12,,29.22,7/31/2022
Western Asset New Jersey Municipals I,LNJIX,US52469M4033,FOUSA05ISI,Fixed Income,6.64,6.12,,29.35,7/31/2022
Western Asset New York Municipals A,SBNYX,US52469L7854,FOUSA00EZX,Fixed Income,7.76,7.13,,25.52,7/31/2022
Western Asset New York Municipals C,SBYLX,US52469L7698,FOUSA00B7A,Fixed Income,7.76,7.13,,25.58,7/31/2022
Western Asset New York Municipals I,SNPYX,US52469L7516,FOUSA00B17,Fixed Income,7.76,7.13,,25.54,7/31/2022
Western Asset Oregon Municipals A,SHORX,US52469N1046,FOUSA00FQ8,Fixed Income,6.86,6.45,,21.43,7/31/2022
Western Asset Oregon Municipals C,SORLX,US52469N3026,FOUSA00IPM,Fixed Income,6.86,6.45,,21.59,7/31/2022
Western Asset Oregon Municipals I,LMOOX,US52469N4016,FOUSA05J9V,Fixed Income,6.86,6.45,,21.28,7/31/2022
Western Asset Pennsylvania Municipals A,SBPAX,US52469L7441,FOUSA00BXA,Fixed Income,7.42,6.94,,21.96,7/31/2022
Western Asset Pennsylvania Municipals C,SPALX,US52469L7284,FOUSA00D6U,Fixed Income,7.42,6.94,,21.98,7/31/2022
Western Asset Pennsylvania Municipals I,LPPIX,US52469L7102,FOUSA05ISM,Fixed Income,7.42,6.94,,22.07,7/31/2022
Western Asset Short Duration High Inc A,SHIAX,US52469F6300,FOUSA00F4K,Fixed Income,1.91,,,56.33,7/31/2022
Western Asset Short Duration High Inc C,LWHIX,US52468A7726,F0000044TQ,Fixed Income,1.91,,,56.32,7/31/2022
Western Asset Short Duration High Inc C1,SHICX,US52469F6144,FOUSA00BXN,Fixed Income,1.91,,,56.59,7/31/2022
Western Asset Short Duration High Inc I,SHIYX,US52469F5989,FOUSA00C88,Fixed Income,1.91,,,56.28,7/31/2022
Western Asset Short Duration High Inc R,LWSRX,US52470V6083,FOUSA07ZZA,Fixed Income,1.91,,,56.16,7/31/2022
Western Asset Short Duration Muni Inc A,SHDAX,US52469F1921,FOUSA04AWD,Fixed Income,2.05,,,10.31,7/31/2022
Western Asset Short Duration Muni Inc C,SHDLX,US52469F1848,FOUSA04AWF,Fixed Income,2.05,,,10.58,7/31/2022
Western Asset Short Duration Muni Inc C2,CIABX,US52468A5746,F000015I9X,Fixed Income,2.05,,,,
Western Asset Short Duration Muni Inc I,SMDYX,US52469F1764,FOUSA05GQJ,Fixed Income,2.05,,,10.33,7/31/2022
Western Asset Short Duration Muni Inc IS,SHDSX,US52468A6322,F00000YK11,Fixed Income,2.05,,,10.45,7/31/2022
Western Asset Short-Term Bond A,SBSTX,US52469E5006,FOUSA00F8E,Fixed Income,1.91,1.22,,11.04,7/31/2022
Western Asset Short-Term Bond C,LWSOX,US52468A7569,F00000GVC8,Fixed Income,1.91,1.22,,11.47,7/31/2022
Western Asset Short-Term Bond C1,SSTLX,US52469E7085,FOUSA02W5E,Fixed Income,1.91,1.22,,10.94,7/31/2022
Western Asset Short-Term Bond I,SBSYX,US52469E8075,FOUSA00B7O,Fixed Income,1.91,1.22,,11.25,7/31/2022
Western Asset Short-Term Bond IS,LWSTX,US52468A7312,F00000ONLR,Fixed Income,1.91,1.22,,11.14,7/31/2022
Western Asset Short-Term Bond R,LWARX,US52470V7073,FOUSA06S9A,Fixed Income,1.91,1.22,,11.63,7/31/2022
Western Asset SMASh Series C,LMLCX,US52470G7429,FOUSA068BW,Fixed Income,2.01,9.68,,53.96,7/31/2022
Western Asset SMASh Series Cor Pl Cmpltn,LMECX,US52470G7346,FOUSA068BX,Fixed Income,12.23,3.25,,83.98,7/31/2022
Western Asset SMASh Series Cr Cmpltn,WAADX,US52470G4608,F0000157B4,Fixed Income,14.19,,,,
Western Asset SMASh Series M,LMSMX,US52470G7593,FOUSA068BV,Fixed Income,9.76,,,29.05,7/31/2022
Western Asset SMASh Series TF,LSMSX,US52470G1141,F00000WETC,Fixed Income,7.02,6.57,,29.34,7/31/2022
Western Asset Total Return Uncons A,WAUAX,US9576632304,F00000NYMO,Fixed Income,2.86,4.06,,40.38,7/31/2022
Western Asset Total Return Uncons C,WAUCX,US9576632221,F00000NYMP,Fixed Income,2.86,4.06,,40.22,7/31/2022
Western Asset Total Return Uncons FI,WARIX,US9576636933,FOUSA05IJ7,Fixed Income,2.86,4.06,,40.17,7/31/2022
Western Asset Total Return Uncons I,WAARX,US9576637196,FOUSA05IJ6,Fixed Income,2.86,4.06,,40.25,7/31/2022
Western Asset Total Return Uncons IS,WAASX,US9576636859,FOUSA06Y08,Fixed Income,2.86,4.06,,40.20,7/31/2022
Western Asset Total Return Uncons R,WAURX,US9576632148,F00000NYMN,Fixed Income,2.86,4.06,,40.27,7/31/2022
Western Asset Ultra-Short Income A,ARMZX,US52468A6082,FOUSA006TV,Fixed Income,0.54,,,15.79,7/31/2022
Western Asset Ultra-Short Income C,LWAIX,US52468A8484,F000003YBK,Fixed Income,0.54,,,12.99,7/31/2022
Western Asset Ultra-Short Income C1,ARMGX,US52468A8062,FOUSA00F4N,Fixed Income,0.54,,,16.06,7/31/2022
Western Asset Ultra-Short Income I,SBAYX,US52468A8898,FOUSA00KPG,Fixed Income,0.54,,,15.70,7/31/2022
Western Asset Ultra-Short Income IS,ARMLX,US52470V8303,F00000ONL4,Fixed Income,0.54,,,15.83,7/31/2022
Westwood Alternative Income A,WMNAX,US90386H2711,F000014S74,Alternative,,,,19.74,7/31/2022
Westwood Alternative Income C,WWACX,US90386H2141,F000014S75,Alternative,,,,19.79,7/31/2022
Westwood Alternative Income Instl,WMNIX,US90386K7046,F00000VB4V,Alternative,,,,19.78,7/31/2022
Westwood Alternative Income Ultra,WMNUX,US90386H1721,F00000VB4U,Alternative,,,,19.58,7/31/2022
Westwood High Income A,WSDAX,US90386H2893,F00000N8OK,Fixed Income,,5.99,,50.40,7/31/2022
Westwood High Income C,WWHCX,US90386H2224,F000014S78,Fixed Income,,5.99,,51.22,7/31/2022
Westwood High Income Instl,WHGHX,US90386K6055,F00000N8OL,Fixed Income,,5.99,,50.37,7/31/2022
Westwood Income Opportunity A,WWIAX,US90386H2976,FOUSA06O46,Allocation,,,,59.65,7/31/2022
Westwood Income Opportunity C,WWICX,US90386H2307,F000013UU1,Allocation,,,,59.49,7/31/2022
Westwood Income Opportunity Instl,WHGIX,US90386K5065,FOUSA05GWS,Allocation,,,,59.54,7/31/2022
Westwood Quality AllCap Institutional,WQAIX,US90386H3545,F0000173NW,Equity,,,,,
Westwood Quality AllCap Ultra,WQAUX,US90386H3628,F0000173NV,Equity,,,,,
Westwood Quality Midcap Institutional,WWMCX,US90386K8036,F00001COEE,Equity,,,,,
Westwood Quality SmallCap Fund A,WHGAX,US90386H3131,F000013UU0,Equity,,,,137.32,7/31/2022
Westwood Quality SmallCap Fund C,WHGCX,US90386H2489,F000013UU2,Equity,,,,137.28,7/31/2022
Westwood Quality SmallCap Fund Inst,WHGSX,US90386K4076,FOUSA05JIX,Equity,,,,137.21,7/31/2022
Westwood Quality SmallCap Fund Ultra,WWSYX,US90386H1804,F000014S7A,Equity,,,,137.29,7/31/2022
Westwood Quality SMidCap Fund Inst,WHGMX,US90386K3086,FOUSA05GWT,Equity,,,,121.95,7/31/2022
Westwood Quality SMidCap Fund Ultra,WWSMX,US90386H1986,F0000159OW,Equity,,,,121.87,7/31/2022
Westwood Quality Value Fund A,WWLAX,US90386H3396,FOUSA06O47,Equity,,,,94.01,7/31/2022
Westwood Quality Value Fund C,WWLCX,US90386H2638,F000014S79,Equity,,,,94.05,7/31/2022
Westwood Quality Value Fund Inst,WHGLX,US90386K1007,FOUSA05IIS,Equity,,,,94.09,7/31/2022
Westwood SmallCap Growth Institutional,WSCIX,US90386H3479,F0000173NX,Equity,,,,,
Westwood Total Return A,WWTAX,US90386H3214,F000014S7B,Allocation,,,,71.64,7/31/2022
Westwood Total Return C,WTOCX,US90386H2554,F000014S7C,Allocation,,,,71.74,7/31/2022
Westwood Total Return Inst,WLVIX,US90386K2096,FOUSA02U8L,Allocation,,,,71.36,7/31/2022
White Oak Select Growth,WOGSX,US6710811075,FOUSA00FUY,Equity,,,,102.90,7/31/2022
William Blair China Growth I,WICGX,US9692514469,F0000175EO,Equity,,,,,
William Blair China Growth R6,WRCGX,US9692514535,F0000175EP,Equity,,,,,
William Blair Emerg Mkts ex China Gr I,WXCIX,US9692514204,F00001D6WZ,Equity,,,,,
William Blair Emerg Mkts ex China Gr R6,WXCRX,US9692514121,F00001D6X0,Equity,,,,,
William Blair Emerg Mkts Sm Cp Gr I,BESIX,US9692518593,F00000MRN9,Equity,,,,138.87,7/31/2022
William Blair Emerg Mkts Sm Cp Gr N,WESNX,US9692518189,F00000MRNA,Equity,,,,139.03,7/31/2022
William Blair Emerging Markets Debt I,WEDIX,US9692515110,F0000157SL,Fixed Income,,,,,
William Blair Emerging Markets Debt R6,WEDRX,US9692514956,F0000157SK,Fixed Income,,,,,
