Name,SecId,Morningstar Category,Base Currency,Cat#,#Months,US Equity,DM ex-US Equity,EM Equity,US Bond,Non-US Bond, Cash,#N/A,#N/A,R^2,Beta,Idiosyncratic Risk (Standard Error of Regression),Equity,Base Risk Score,Base Alignment Score,Global Tilt,US Equity,DM ex-US Equity,EM Equity,US Bond,Non-US Bond, Cash,#N/A,#N/A,US Equity,DM ex-US Equity,EM Equity,US Bond,Non-US Bond, Cash,#N/A,#N/A,Std of Returns,Std of RBSA Benchmark,Ratio of SDs,Risk Score,Active Risk (Alignment Score),Misfit Risk,Residual Risk,Asset Allocation Risk,Blended Benchmark Risk,Cov
Bridgeway Ultra-Small Company Market,FOUSA00H40,US Fund Small Value,US Dollar,95,48,0.37839482,0.205040665,0.416564514,6.62E-13,1.72E-13,1.23E-11,0,0,0.717327904,1.476382727,4.449535619,100,110,533.8734865,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,-37.57729467,15.64694756,184.998239,4.11E-12,-6.53E-13,-0.038205066,0,0,8.497673345,7.239619123,1.738098217,191.1908039,75.46466363,23.04474896,52.41991466,138.7708892,63.28756275,26.21928876
CCM Small/Mid-Cap Impct Val Fd Advisor,FOUSA00KAX,US Fund Small Value,US Dollar,95,48,0.829866843,1.21E-07,0.170133037,4.31E-12,3.97E-12,4.40E-12,0,0,0.713906848,1.331475381,4.231753397,100,110,441.3838547,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,33.02006807,-22.72706234,25.42504031,-8.75E-12,-1.38E-11,-0.052176247,0,0,7.373768205,6.038602548,1.508216761,165.9038438,59.44432112,4.803377818,54.6409433,111.2629005,72.9338135,16.76285456
Chartwell Small Cap Value,F00000NQ9G,US Fund Small Value,US Dollar,95,48,0.628250431,0.222035688,0.14971388,9.02E-12,8.34E-12,5.07E-12,0,0,0.824319934,1.203277202,2.7271781,100,110,282.2092388,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,-4.338565166,4.170422756,18.84546221,2.07E-11,-1.33E-11,-0.013683629,0,0,6.089668028,5.444865132,1.245569312,137.0126243,29.42495471,1.945991036,27.47896368,109.5336607,88.31302997,9.637319833
ClearBridge Small Cap Value A,FOUSA005X2,US Fund Small Value,US Dollar,95,48,0.641260997,0.168312176,0.19042682,5.86E-09,2.94E-10,1.19E-09,0,0,0.831625108,1.433970031,3.166197145,99.99999929,110,362.3909794,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,19.60780107,3.238104263,62.98576281,4.89E-09,-1.70E-09,-0.070211245,0,0,7.265187428,6.538971173,1.486007852,163.4608637,40.67006828,9.624754771,31.04531351,132.4155502,74.02383496,24.38348025
Columbia Select Small Cap Value A,FOUSA00GNI,US Fund Small Value,US Dollar,95,48,0.713191242,0.017164252,0.269644506,4.57E-15,8.01E-15,2.04E-14,0,0,0.865287313,1.351161834,2.631562056,100,110,308.2439253,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,26.61009577,-38.13286125,95.17218424,2.67E-15,-3.96E-14,-0.069088927,0,0,6.792551816,6.262079632,1.389335848,152.8269433,31.47190703,8.533606519,22.93830051,129.8886428,79.17452081,21.09025772
Columbia Small Cap Value I A,FOUSA00BR4,US Fund Small Value,US Dollar,95,48,0.490718879,0.345070487,0.164210633,3.58E-10,2.27E-10,4.99E-11,0,0,0.804905855,1.368756894,3.266049211,99.99999994,110,363.7856962,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,-20.15782371,47.6370704,43.11957908,1.43E-09,-8.71E-10,-0.037342605,0,0,7.057335705,6.256109798,1.44349425,158.7843675,42.19076771,8.183507974,34.00725973,124.7771077,76.2039752,20.19481227
Columbia Small Cap Value II Inst,FOUSA02UWF,US Fund Small Value,US Dollar,95,48,0.69031178,0.10983442,0.1998538,4.25E-14,4.55E-14,4.41E-12,0,0,0.839092578,1.356613003,2.929445869,100,110,325.8606613,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,20.05074813,-13.6949901,56.21399702,1.53E-14,-2.16E-13,-0.062548677,0,0,6.848984686,6.190875393,1.400878522,154.0966374,34.88226208,6.691181273,28.19108081,125.9055566,78.5221547,20.3461103
CornerCap Small-Cap Value Investor,FOUSA00FUW,US Fund Small Value,US Dollar,95,48,0.527853986,0.370960019,0.101185995,1.73E-12,1.89E-11,5.26E-10,0,0,0.829664516,1.253000495,2.769992343,99.99999997,110,293.5912194,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,-14.41195935,34.38889094,12.28455098,6.32E-12,-4.25E-11,-0.015190265,0,0,6.290495437,5.647784988,1.286646175,141.5310793,30.82962488,3.386140423,27.44348445,114.0875948,85.49358956,12.60393241
Cullen Small Cap Value I,F000003TMS,US Fund Small Value,US Dollar,95,48,0.130276104,0.744585892,0.125138002,8.58E-10,8.52E-11,8.07E-10,0,0,0.752821284,1.349212265,3.697514465,99.99999983,110,434.2252085,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,-58.69548613,151.8657763,26.1996018,7.77E-09,-1.62E-10,0.004567241,0,0,7.370316791,6.37573183,1.507510816,165.8261897,57.55868671,15.8236716,41.73501511,124.0911746,72.96796737,17.64976782
Dean Small Cap Value,FOUSA00J89,US Fund Small Value,US Dollar,95,48,0.557190087,0.233208635,0.209601278,1.68E-12,2.93E-11,2.03E-10,0,0,0.809513839,1.244042983,2.935545851,100,110,314.4923627,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,-11.34125851,8.625809015,43.2145014,6.31E-12,-5.79E-11,-0.017459182,0,0,6.425978829,5.716272778,1.314357695,144.5793464,34.62963251,4.45754125,30.17209126,114.4072552,83.69106861,13.12932265
Delaware Small Cap Value A,FOUSA00C1Z,US Fund Small Value,US Dollar,95,48,0.584810738,0.22329138,0.191897881,3.56E-12,5.42E-12,2.85E-10,0,0,0.820563919,1.327078291,3.028262824,99.99999997,110,332.1951425,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,-5.292815338,12.17211844,49.3031991,9.55E-12,-1.97E-11,-0.04123766,0,0,6.780445004,6.066634876,1.386859543,152.5545498,36.61805937,6.1884835,30.42957587,122.1249739,79.31589073,18.31029983
DFA US Small Cap Value I,FOUSA00C2O,US Fund Small Value,US Dollar,95,48,0.600334594,0.1472736,0.252391805,4.15E-10,3.84E-10,6.89E-11,0,0,0.799805527,1.40562179,3.430846099,99.99999992,110,389.4936115,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,4.752730045,-3.639470421,86.23094078,9.42E-10,-1.78E-09,-0.055929472,0,0,7.356938042,6.507982206,1.504774351,165.5251786,46.39493234,10.39743222,35.99750012,129.5276785,73.10066117,23.01479257
DFA US Targeted Value I,FOUSA02VMM,US Fund Small Value,US Dollar,95,48,0.588487211,0.183066656,0.228446122,4.48E-10,1.20E-10,9.99E-09,0,0,0.822781848,1.426727193,3.228425521,99.99999896,110,373.373942,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,4.454652727,7.463481867,82.36747924,1.05E-09,-6.30E-10,-0.061611758,0,0,7.322994002,6.572937685,1.497831501,164.7614651,42.83179726,10.80895826,32.022839,132.7386261,73.43950233,24.24508276
Diamond Hill Small Cap Inv,FOUSA02UM8,US Fund Small Value,US Dollar,95,48,0.513619436,0.313170191,0.173210373,1.30E-11,2.34E-11,5.08E-12,0,0,0.822685466,1.2545946,2.826861207,100,110,304.8969475,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,-16.58454105,24.94450123,34.45888019,5.74E-11,-4.97E-11,-0.015178891,0,0,6.394538165,5.735762727,1.30792688,143.8719568,32.70874912,4.591893216,28.1168559,115.7551009,84.10256084,13.53032342
Dunham Small Cap Value N,FOUSA05BY8,US Fund Small Value,US Dollar,95,48,0.570028242,0.251770985,0.178200773,2.61E-12,5.35E-12,2.10E-11,0,0,0.791701665,1.230797242,3.078205154,100,110,322.9855226,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,-9.137498959,9.854743089,28.91478338,8.33E-12,-9.21E-12,-0.014049574,0,0,6.403047615,5.614594535,1.309667387,144.0634126,36.65610766,3.361388397,33.29471927,110.7686933,83.99079116,11.70825688
Easterly Snow Small Cap Value I,F00000JQ8G,US Fund Small Value,US Dollar,95,48,0.470804829,0.32126053,0.207934639,2.04E-10,1.90E-11,1.71E-09,0,0,0.815094409,1.649997478,3.796309599,99.99999982,110,479.8349041,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,-8.442089087,83.87440168,104.1277026,7.35E-10,-1.49E-10,-0.077720861,0,0,8.513709568,7.620451695,1.741378236,191.551606,60.84596852,22.75944067,38.08652785,153.4650781,63.16835579,33.76864085
Federated Hermes Clover Small Value A,FOUSA00KD6,US Fund Small Value,US Dollar,95,48,0.56371376,0.225762405,0.210523834,1.69E-11,1.56E-11,1.19E-09,0,0,0.839599079,1.344366971,2.859956324,99.99999988,110,323.3937791,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,-8.64268254,15.0589469,64.10031862,5.65E-11,-6.27E-11,-0.045114298,0,0,6.806411855,6.176397993,1.392170754,153.138783,34.57100977,7.533446807,27.03756296,126.10122,79.01329607,19.77723858
Fidelity? Small Cap Value,FOUSA05B4X,US Fund Small Value,US Dollar,95,48,0.327819849,0.542272172,0.129907979,2.55E-11,1.66E-12,1.81E-10,0,0,0.834193156,1.266873161,2.715270424,99.99999998,110,310.2145586,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,-35.7430516,83.69795463,24.59146045,1.98E-10,-2.84E-12,0.003866588,0,0,6.438796021,5.838270353,1.316979299,144.8677229,33.62688597,7.864357896,25.76252807,119.1051948,83.52447155,13.85818269
Footprints Discover Value,F00000ZM8L,US Fund Small Value,US Dollar,95,48,0.50280306,2.44E-10,0.497196935,1.13E-09,7.87E-11,3.67E-09,0,0,0.584363568,1.656218998,6.791147898,99.99999952,110,782.9224581,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,2.77964239,-41.3641803,232.4898029,3.93E-09,-3.85E-10,-0.053784339,0,0,10.67917939,8.241673531,2.184299384,240.2729322,129.1417261,31.97547161,97.16625453,143.1066777,50.35939707,30.38590452
Foundry Partners Fdmtl Sm Cp Val Inv,FOUSA05GLJ,US Fund Small Value,US Dollar,95,48,0.600408352,0.215497997,0.18409365,6.99E-11,1.42E-11,1.11E-09,0,0,0.829842455,1.314886866,2.910633204,99.99999988,110,317.909374,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,-3.422812227,9.725068856,45.1641147,1.70E-10,-5.11E-11,-0.041295769,0,0,6.666077947,5.997066746,1.363467119,149.9813831,34.11169083,5.517913035,28.59377779,121.3876053,80.67667965,17.59650632
FPA Queens Road Small Cap Value,FOUSA02VLH,US Fund Small Value,US Dollar,95,48,0.469897691,0.19165632,0.241299275,4.83E-12,1.14E-10,0.097146714,0,0,0.784348221,0.99867935,2.288728077,90.28532856,94.69452076,241.7555609,0,0.701251316,0.194507664,0.051186227,0.034983953,0.004372994,0.013697846,0,0,6.853808952,-0.049363784,18.36846922,-0.124665739,-0.002522299,0.033279319,0,0,4.787270955,4.204721987,1.13854637,107.8141029,27.49492256,2.852241811,24.64268074,83.17142213,83.17142213,-1.426120905
Franklin MicroCap Value A,FOUSA00ETG,US Fund Small Value,US Dollar,95,48,0.302348093,0.55671015,0.140941757,1.54E-11,8.66E-13,9.51E-11,0,0,0.752101624,1.193508456,3.28819036,99.99999999,110,355.8488997,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,-17.32504385,51.87149274,17.43781843,1.07E-10,-2.03E-13,0.022303407,0,0,6.431064417,5.5268792,1.315397891,144.693768,44.30118688,6.474525595,37.82666129,106.8671068,83.62488698,8.383847089
Franklin Small Cap Value A,FOUSA00K8H,US Fund Small Value,US Dollar,95,48,0.439683782,0.373156909,0.187159309,2.30E-10,1.77E-11,2.80E-11,0,0,0.827580011,1.228590019,2.705146637,99.99999998,110,297.0121377,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,-21.99867576,34.63256649,37.99691186,1.42E-09,-2.45E-11,0.000214828,0,0,6.276164014,5.663251399,1.283714853,141.2086338,31.62431138,5.390928035,26.23338335,114.9752504,85.68881148,11.94775546
Goldman Sachs Small Cp Val Insghts Instl,FOUSA05LKX,US Fund Small Value,US Dollar,95,48,0.521344026,0.303468905,0.175187068,1.21E-11,5.52E-12,1.51E-11,0,0,0.837760467,1.290254997,2.757239124,100,110,303.4195975,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,-17.24135867,28.7375275,41.39359577,5.19E-11,-1.61E-11,-0.026414975,0,0,6.510907492,5.898266592,1.331728845,146.4901729,31.81359131,5.542730311,26.270861,120.2193119,82.59939735,16.03859213
Great-West Small Cap Value Inv,FOUSA00GE7,US Fund Small Value,US Dollar,95,48,0.581784462,0.269498814,0.148716725,6.63E-14,1.83E-12,7.18E-14,0,0,0.840392375,1.232840552,2.626120862,100,110,277.4704285,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,-9.086058535,14.12070415,23.90408223,2.11E-13,-3.84E-12,-0.017696864,0,0,6.174500935,5.588197474,1.262920876,138.9212964,28.05424049,2.924122629,25.13011786,113.7911785,87.09967668,11.88368961
Guggenheim Small Cap Value Inst,FOUSA06V83,US Fund Small Value,US Dollar,95,48,0.538829397,0.270526469,0.190644134,1.87E-11,4.90E-12,6.18E-10,0,0,0.807553239,1.206836043,2.863211891,99.99999994,110,302.57911,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,-11.54207178,11.58758483,31.60158837,7.77E-11,-6.15E-12,-0.004816291,0,0,6.226056968,5.528634826,1.273466051,140.0812656,33.08504722,3.459876982,29.62517024,110.4560954,86.37843146,10.30889346
Hartford Small Cap Value Y,FOUSA05BAZ,US Fund Small Value,US Dollar,95,48,0.658865413,0.042629525,0.298505063,1.21E-13,8.91E-14,4.64E-12,0,0,0.799673209,1.343475157,3.298529675,100,110,370.6516422,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,10.16694244,-27.45660197,94.44682752,2.20E-13,-3.36E-13,-0.050644222,0,0,7.091499741,6.277664419,1.450482098,159.5530307,43.58737677,9.067465838,34.51991093,125.0331198,75.83685465,20.06439966
Heartland Value Investor,FOUSA00D30,US Fund Small Value,US Dollar,95,48,0.58009366,0.197683816,0.22222252,4.97E-11,2.94E-09,1.58E-09,0,0,0.873256908,1.287246411,2.389588861,99.99999955,110,271.8152087,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,-9.643620988,5.293883835,66.12838902,1.91E-10,-9.99E-09,-0.03759438,0,0,6.388167142,5.92440246,1.306623763,143.7286139,26.02185196,5.910694494,20.11115746,123.6174565,84.18643769,16.76016214
Heartland Value Plus Investor,FOUSA00BIA,US Fund Small Value,US Dollar,95,48,0.470293694,0.529706053,2.53E-07,3.37E-12,3.30E-12,4.82E-12,0,0,0.766976152,1.104460132,2.982697691,100,110,306.6965531,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,4.335737418,13.40309006,-1.152176027,1.33E-11,2.28E-12,0.035382519,0,0,5.75856561,4.925910308,1.177846243,129.5630867,36.75110805,1.991799909,34.75930814,94.80377855,93.39079755,-0.289409454
Hodges Small Intrinsic Value Retail,F00000QJT4,US Fund Small Value,US Dollar,95,48,0.83929295,1.41E-13,0.16070705,4.80E-13,5.85E-14,1.77E-12,0,0,0.796204662,1.577949712,4.014600077,100,110,463.5027375,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,109.1019161,-44.68383993,51.46378962,-2.16E-12,-4.67E-13,-0.101212224,0,0,8.195171536,7.144495974,1.676225063,184.3847569,58.98118928,14.73320456,44.24798472,140.1367722,65.62364591,29.88996086
Hotchkis & Wiley Sm Cp Divers Val I,F00000T6IO,US Fund Small Value,US Dollar,95,48,0.470182046,0.318274362,0.211543591,4.25E-10,3.70E-10,7.05E-11,0,0,0.774317347,1.429412213,3.727187686,99.99999993,110,422.6310633,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,-21.66249294,46.54451843,69.09146495,1.77E-09,-1.59E-09,-0.043491759,0,0,7.585899085,6.607112598,1.551605615,170.6766177,52.97643562,11.77404351,41.20239211,129.4742255,70.8943039,23.40293907
Hotchkis & Wiley Small Cap Value I,FOUSA00E9Z,US Fund Small Value,US Dollar,95,48,0.350958709,0.470899654,0.178141636,2.93E-10,3.40E-10,7.06E-11,0,0,0.764133467,1.513702363,4.036981461,99.99999993,110,473.9123243,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,-46.16337496,112.7903133,63.44136873,1.68E-09,-1.68E-09,-0.04278374,0,0,8.099859061,7.022143369,1.656730028,182.240303,62.38576577,17.11654545,45.26922031,136.9710827,66.39585097,26.72934315
Huber Mid Cap Value Instl,F00000WG03,US Fund Small Value,US Dollar,95,48,0.442089143,0.382997563,0.174913294,8.11E-14,2.21E-12,7.03E-11,0,0,0.726523546,1.286691309,3.810734048,100,110,405.7949995,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,-21.08000102,36.85296105,32.17612147,3.63E-13,-4.22E-12,-0.011965859,0,0,7.03644874,5.915227543,1.439222069,158.3144276,52.65344855,6.220023545,46.433425,111.8810026,76.43017877,14.61540012
Huber Small Cap Value Inv,FOUSA06J6H,US Fund Small Value,US Dollar,95,48,0.305687179,0.618174,0.07613882,8.83E-10,1.81E-10,1.81E-10,0,0,0.723887154,1.33844884,3.985330385,99.99999988,110,434.8519076,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,-36.83245029,98.38991146,8.054677279,5.08E-09,-4.04E-10,-0.007755359,0,0,7.310607542,6.128794691,1.495297998,164.4827797,58.19641814,9.315184579,48.88123356,115.6015462,73.56393186,16.36121487
Intrepid Endurance Investor,FOUSA05GTP,US Fund Small Value,US Dollar,95,48,0.359962777,0.302055151,0.125685362,5.65E-08,0.14614015,0.066156504,0,0,0.72591178,0.998448519,2.347455985,78.77032898,80.76632867,240.656286,0,0.579396958,0.178266329,0.05,0.129958147,0.024556119,0.037822448,0,0,4.882258113,2.765437856,4.145922259,-0.242664185,0.117555062,0.007695133,0,0,4.286521302,3.58660219,1.195148242,96.52773571,30.42541889,1.476185854,28.94923303,67.57850268,67.57850268,-0.738092927
Invesco Small Cap Value A,FOUSA00G5K,US Fund Small Value,US Dollar,95,48,0.607146619,0.131949132,0.260904249,3.67E-13,3.00E-14,2.18E-12,0,0,0.79997599,1.704677059,4.160728918,100,110,523.4848322,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,51.79739422,-0.265078018,141.3457039,2.83E-13,-2.62E-13,-0.093602928,0,0,8.934218349,7.906237561,1.827388316,201.0127148,69.01104596,25.41478464,43.59626132,157.4164535,60.19519717,35.90323582
James Micro Cap,F00000H3WD,US Fund Small Value,US Dollar,95,48,0.632570565,0.2569883,0.11044113,5.36E-11,2.61E-09,2.39E-09,0,0,0.803569723,1.276152042,3.105912776,99.9999995,110,323.9714848,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,-0.773276554,13.19614876,13.81662517,6.76E-11,-7.42E-09,-0.031693203,0,0,6.51994352,5.732623251,1.333577057,146.6934763,36.21902087,2.929952329,33.28906855,113.4044077,82.48492236,13.99476651
James Small Cap,FOUSA008PE,US Fund Small Value,US Dollar,95,48,0.807840093,0.135826472,0.056333435,3.90E-15,7.43E-15,5.14E-14,0,0,0.825014159,1.251603063,2.904969236,100,110,298.7955429,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,20.2103721,-4.936449744,1.138998962,-1.02E-14,-2.36E-14,-0.046164996,0,0,6.276789095,5.564102361,1.283842705,141.2226976,32.00203974,1.75293641,30.24910333,110.9735943,85.68027808,11.77018988
Janus Henderson Small Cap Value L,FOUSA00E9B,US Fund Small Value,US Dollar,95,48,0.496830549,0.384820578,0.118348872,3.16E-13,5.93E-14,1.63E-13,0,0,0.8156022,1.097728557,2.537460568,100,110,262.4266026,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,2.572422481,9.050109693,5.41389992,1.60E-12,5.29E-14,0.037524495,0,0,5.582583697,4.972578264,1.141851231,125.6036354,27.75539677,1.805817073,25.9495797,99.65405573,96.33479126,0.756723702
JHancock Small Cap Value NAV,FOUSA068XK,US Fund Small Value,US Dollar,95,48,0.39799809,0.43675974,0.165242168,2.74E-10,1.91E-11,1.35E-09,0,0,0.795961674,1.236572249,3.015109372,99.99999984,110,328.199061,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,-23.65607644,45.32642471,29.53270343,1.70E-09,-2.44E-11,0.003000798,0,0,6.444579444,5.69576331,1.31816223,144.9978453,37.60512644,5.867201671,31.73792477,113.2599205,83.44951595,11.97160143
JNL/RAFI? Fundamental US Small Cap I,FOUSA06CAD,US Fund Small Value,US Dollar,95,48,0.761199914,0.156314709,0.082485377,7.51E-14,1.17E-13,8.31E-12,0,0,0.874895172,1.317315172,2.491499236,100,110,268.3240593,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,30.57340329,-3.168506671,9.642068318,-1.76E-13,-5.91E-13,-0.068855729,0,0,6.383844232,5.877575924,1.305739563,143.6313519,25.37487527,3.496946607,21.87792866,121.7534233,84.24344572,17.00651547
JPMorgan Small Cap Value I,FOUSA00FK4,US Fund Small Value,US Dollar,95,48,0.568185315,0.238248888,0.193565797,2.00E-10,1.61E-10,3.26E-11,0,0,0.819989982,1.291161061,2.947353026,99.99999997,110,320.0250086,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,-9.707546147,13.00825195,45.31120921,6.50E-10,-4.73E-10,-0.031000682,0,0,6.603461386,5.909214197,1.350659645,148.572561,34.89499656,5.297182387,29.59781418,118.9747468,81.44168696,16.11793872
Keeley Small Cap Dividend Value I,F000003ZTO,US Fund Small Value,US Dollar,95,48,0.464711546,0.388859035,0.146429416,1.30E-11,8.08E-11,3.06E-09,0,0,0.819286365,1.325400409,3.013931115,99.99999969,110,334.0275915,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,-24.91107927,53.79532226,33.22253471,6.19E-11,-2.57E-10,-0.026204911,0,0,6.758075046,6.0487848,1.382284034,152.0512437,37.14570802,6.903701638,30.24200638,121.8092373,79.5784349,17.6635504
Lord Abbett Focused Small Cap Value I,FOUSA05INN,US Fund Small Value,US Dollar,95,48,0.454064826,0.339849855,0.206085319,9.99E-13,9.20E-14,5.16E-12,0,0,0.803847386,1.554966754,3.706310124,100,110,449.2366622,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,-21.32722333,76.25597726,88.5916585,4.22E-12,-5.83E-13,-0.063217727,0,0,8.087144859,7.187849277,1.654129488,181.9542437,56.1464275,17.92954507,38.21688243,143.7373613,66.50023519,29.65379051
Lord Abbett Small Cap Value A,FOUSA00I7B,US Fund Small Value,US Dollar,95,48,0.694719238,0.158838308,0.146442455,1.65E-13,3.99E-13,1.59E-11,0,0,0.828033922,1.341287606,3.022440464,100,110,326.2137024,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,17.62472379,-2.091274982,30.7019991,-2.20E-14,-1.77E-12,-0.057387528,0,0,6.767465229,6.055034209,1.384204684,152.2625153,35.378982,5.008167207,30.37081479,121.8917005,79.46801599,18.70775865
LSV Small Cap Value Institutional,F00000PC44,US Fund Small Value,US Dollar,95,48,0.555793192,0.209166356,0.23504045,4.66E-12,1.93E-11,1.68E-09,0,0,0.821036783,1.515397286,3.438674813,99.99999984,110,414.200858,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,5.578980587,21.90669102,101.3095515,1.22E-11,-1.23E-10,-0.071428681,0,0,7.801660251,7.002957818,1.595737,175.53107,49.47683628,15.37622624,34.10061004,141.43046,68.93366512,28.56028433
MassMutual Small Company Val Svc,FOUSA02U91,US Fund Small Value,US Dollar,95,48,0.521691466,0.304223269,0.174085255,4.94E-10,7.98E-11,9.70E-09,0,0,0.807051919,1.34668539,3.197789656,99.99999897,110,352.6144112,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,-15.20680574,33.53506889,44.32165391,1.78E-09,-2.88E-10,-0.036661932,0,0,6.93589431,6.154735672,1.418654854,156.0520339,40.33337975,7.161942668,33.17143709,122.8805968,77.53823963,19.09020726
MFS New Discovery Value I,F00000M850,US Fund Small Value,US Dollar,95,48,0.59708437,0.353967643,0.048947984,2.06E-11,3.70E-11,2.65E-09,0,0,0.852635095,1.280927938,2.624260454,99.99999973,110,277.6944368,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,-5.863537496,35.03663533,0.556475753,3.41E-11,-1.23E-10,-0.032288213,0,0,6.280617109,5.706085203,1.28462568,141.3088248,27.62479142,2.95425909,24.67053233,116.6382925,85.62805624,14.02798858
Mutual of America Small Cap Value,FVUSA04BCI,US Fund Small Value,US Dollar,95,48,0.478900491,0.373849467,0.147250042,8.75E-12,2.81E-12,2.44E-10,0,0,0.819757912,1.236492035,2.810058763,99.99999997,110,301.3952907,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,-18.36932445,33.50110429,24.27324844,4.35E-11,-4.68E-12,-0.005544885,0,0,6.299408089,5.637917348,1.288469152,141.7316067,32.44442991,4.241253319,28.20317659,113.5284302,85.37262985,11.95727349
Nationwide Amer Cntry Sm Cp Inc R6,FOUSA06LXL,US Fund Small Value,US Dollar,95,48,0.674534503,0.139108528,0.186356961,2.34E-10,1.07E-10,8.23E-09,0,0,0.857400606,1.416748868,2.84557512,99.99999916,110,329.3461007,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,27.75201707,-6.186430157,61.99710144,4.12E-11,-6.51E-10,-0.076421796,0,0,7.049022971,6.449141577,1.441793978,158.5973376,34.6212778,8.776181716,25.84509608,132.7522416,76.29384062,23.84110961
Nationwide Bailard Cogntv Val M,FOUSA02TGC,US Fund Small Value,US Dollar,95,48,0.530268177,0.352792544,0.116939276,6.32E-11,2.93E-11,2.39E-09,0,0,0.841643092,1.306975983,2.763662082,99.99999975,110,301.2956059,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,-15.56509507,41.97365243,21.41859403,2.23E-10,-9.87E-11,-0.031031003,0,0,6.520804168,5.906188186,1.333753092,146.7128401,31.32213845,4.968796991,26.35334145,120.3594987,82.4740356,16.45833304
North Star Dividend I,F00000PHPU,US Fund Small Value,US Dollar,95,48,0.256079531,0.555120398,0.132773697,1.33E-10,2.87E-10,0.056026374,0,0,0.734314897,0.998388324,2.716655667,94.39736255,98.59801395,292.0144814,0,0.730158265,0.20252565,0.053296224,0.026061682,0.00325771,-0.015299532,0,0,20.33143293,13.68724746,5.377643092,-0.153933892,-0.003830242,0.041263972,0,0,5.153415435,4.379209134,1.176791352,116.0292901,37.25513195,5.011309691,32.24382226,83.78546784,83.78546784,-2.505654846
Northern Small Cap Value,FOUSA00CLE,US Fund Small Value,US Dollar,95,48,0.582159769,0.279266311,0.13857392,3.69E-12,1.74E-11,4.67E-12,0,0,0.822740243,1.215239409,2.758728508,100,110,287.4820842,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,-8.267834322,12.98968298,18.03926362,1.12E-11,-2.90E-11,-0.011454832,0,0,6.151145327,5.497818281,1.258143764,138.395814,30.22961029,2.392195259,27.83741503,110.558399,87.43039003,10.36790686
