Name,SecId,Morningstar Category,Base Currency,R^2,Base Risk Score,Leverage Ratio,MPRS,Alignment Score,Misfit Risk,Residual Risk,Asset Allocation Risk,Blended Benchmark Risk,Covariance of Asset Allocation & Misfit
M&G Japan Smaller Companies GBP A Acc,F0GBR04S9G,EAA Fund Japan Small/Mid-Cap Equity,Pound Sterling,53.26%,91.67,1.41,129.06,65.03,1.08,63.95,65.11,65.11,-0.54
Barings Korea A GBP Acc,F0GBR04RV9,EAA Fund Korea Equity,Pound Sterling,62.51%,110,1.55,170.53,66.31,22.45,43.86,126.67,70.95,16.64
abrdn Latin American Equity A Acc,F00000M0HL,EAA Fund Latin America Equity,Pound Sterling,55.02%,110,2.06,226.05,119.56,26.66,92.91,133.15,53.53,26.48
BGF Latin American A4 GBP,F0000008O9,EAA Fund Latin America Equity,Pound Sterling,54.01%,110,2,219.7,119.59,21.16,98.43,121.27,55.08,22.52
CT Latin America Z Acc GBP,F00000OU90,EAA Fund Latin America Equity,Pound Sterling,54.83%,110,2.05,225.34,119.48,25.99,93.49,131.85,53.7,26.08
Liontrust Latin America C Acc GBP,F00000PW4F,EAA Fund Latin America Equity,Pound Sterling,55.25%,110,2.16,237.27,130.24,28.69,101.56,135.72,51,28.02
Stewart Inv Latin America B GBP Acc,F000003YXP,EAA Fund Latin America Equity,Pound Sterling,65.72%,110,1.59,175.09,69.41,21.22,48.19,126.91,69.11,18.29
Ennismore European Smaller Comp GBP A,F0GBR04UI9,EAA Fund Long/Short Equity - Europe,Pound Sterling,39.05%,36.01,1.69,61.03,43.99,4.21,39.78,21.25,21.25,-2.11
Janus Henderson Eurp Abs Ret A Acc,F00000257K,EAA Fund Long/Short Equity - Europe,Pound Sterling,23.68%,11.17,2.01,,,,,,,
Collidr Adaptive Glb Eq UCITS GBP B,F00000WSKX,EAA Fund Long/Short Equity - Global,Pound Sterling,66.01%,51.43,1.22,63,23.99,2.98,21.01,41.99,41.99,-1.49
LF Brook Absolute Return Sterling I Acc,F000002SI8,EAA Fund Long/Short Equity - Global,Pound Sterling,30.02%,101.68,1.95,198.24,154.77,8.68,146.09,52.15,52.15,-4.34
LF Liontrust Tortoise C,F00000OC08,EAA Fund Long/Short Equity - Global,Pound Sterling,39.73%,66.68,1.68,112.1,78.95,6.51,72.44,39.66,39.66,-3.26
Liontrust GF Tortoise A,F00000N28G,EAA Fund Long/Short Equity - Global,Pound Sterling,40.35%,66.93,1.67,111.59,78.03,6.58,71.45,40.14,40.14,-3.29
Veritas Global Real Return B Inc GBP,F00000LWRO,EAA Fund Long/Short Equity - Global,Pound Sterling,60.32%,41.97,1.32,55.28,27.7,4.3,23.4,31.87,31.87,-2.15
Artemis US Absolute Return I Hdg Acc GBP,F00000U58T,EAA Fund Long/Short Equity - Other,Pound Sterling,1.43%,2.28,3.04,,,,,,,
Lumyna-MW TOPS UCITS GBP B (acc),F00001D2GH,EAA Fund Long/Short Equity - Other,Pound Sterling,35.29%,23.08,1.67,38.59,30.25,5.46,24.79,13.8,13.8,-2.73
VT Argonaut Absolute Return R GBP Acc,F00000O8H4,EAA Fund Long/Short Equity - Other,Pound Sterling,1.05E-05,0,25.28,,,,,,,
Castellain Value A GBP Acc,F000010KMX,EAA Fund Long/Short Equity - UK,Pound Sterling,78.09%,99.66,1.11,110.89,26.99,5.66,21.32,89.57,89.57,-2.83
Janus Henderson Absolute Return I Acc,F000002SI1,EAA Fund Long/Short Equity - UK,Pound Sterling,45.97%,7.22,1.39,10.06,10.72,5.84,4.88,5.18,5.18,-2.92
Janus HndrsnAbsolute Return A2 GBP,F0GBR05Z9S,EAA Fund Long/Short Equity - UK,Pound Sterling,43.73%,6.78,1.45,9.82,10.14,5,5.14,4.68,4.68,-2.5
Jupiter UK Opportunities I GBP Acc,F00000Q48W,EAA Fund Long/Short Equity - UK,Pound Sterling,11.73%,3.01,3.07,,,,,,,
Man GLG Absolute Value Profl CX œ Acc,F00000Z6UW,EAA Fund Long/Short Equity - UK,Pound Sterling,49.08%,19.99,1.54,30.73,20.76,3.03,17.73,13,13,-1.52
Schroder UK Dynamic Abs Ret P2 GBP Acc,F000003ZHU,EAA Fund Long/Short Equity - UK,Pound Sterling,43.36%,39.98,1.45,58.16,36.19,5.51,30.67,27.49,27.49,-2.76
TM Tellworth UK Select F Acc,F00000V4JS,EAA Fund Long/Short Equity - UK,Pound Sterling,1.02%,0.74,8.39,,,,,,,
VT Woodhill UK Equity Strat Net Inc GBP,F00000TUB7,EAA Fund Long/Short Equity - UK,Pound Sterling,46.25%,38.73,1.54,59.77,40.45,5.77,34.68,25.09,25.09,-2.88
abrdn Global Absolute Ret Strat I Acc,F000001VFR,EAA Fund Macro Trading GBP,Pound Sterling,47.09%,19.03,1.38,26.31,16.98,4.43,12.55,13.76,13.76,-2.21
Aviva Investors Mlt-Strat Trgt Ret 2œAcc,F00000TVHG,EAA Fund Macro Trading GBP,Pound Sterling,55.40%,34.3,1.31,44.77,24.4,5.89,18.5,26.27,26.27,-2.95
H2O Multireturns I/A GBP,F00000QOK3,EAA Fund Macro Trading GBP,Pound Sterling,47.41%,103.66,1.52,158.05,101.14,11.07,90.07,67.98,67.98,-5.54
Invesco Global Targeted Inc UK Y Acc,F00000XPYD,EAA Fund Macro Trading GBP,Pound Sterling,29.08%,9.02,1.77,15.98,14.12,3.23,10.89,5.09,5.09,-1.62
Invesco Global Tgtd Rets UK Z Acc,F00000QBVB,EAA Fund Macro Trading GBP,Pound Sterling,27.52%,6.13,2.04,,,,,,,
JPM Global Macro Opportunities C Net Acc,F00000PIIA,EAA Fund Macro Trading GBP,Pound Sterling,13.90%,5.66,2.96,,,,,,,
JPM Global Macro Sustainable I Net Acc,F0GBR06HTB,EAA Fund Macro Trading GBP,Pound Sterling,19.60%,5.03,2.28,,,,,,,
L&G Multi-Asset Target Return I Acc,F00000WUWJ,EAA Fund Macro Trading GBP,Pound Sterling,67.59%,54.53,1.17,63.53,22.18,5.46,16.73,46.8,46.8,-2.73
M&G Global Target Return GBP I Acc,F00000YBUO,EAA Fund Macro Trading GBP,Pound Sterling,62.53%,29.51,1.2,35.28,19.02,8.41,10.6,24.68,24.68,-4.21
Schroder Multi-Asset Total Return L Inc,F00001027A,EAA Fund Macro Trading GBP,Pound Sterling,82.01%,48.74,1.1,53.58,12.03,2.78,9.25,44.34,44.34,-1.39
TM Fulcrum Divers Cor Abs Ret C GBP Acc,F00000VTZM,EAA Fund Macro Trading GBP,Pound Sterling,6.15%,4.55,3.72,,,,,,,
TM Fulcrum Diversified Abs Ret C GBP Acc,F00000NXX4,EAA Fund Macro Trading GBP,Pound Sterling,17.74%,7.94,2.15,,,,,,,
TM Fulcrum Diversified Growth A GBP,F000003S1U,EAA Fund Macro Trading GBP,Pound Sterling,74.83%,55.87,1.16,64.59,17.93,1.67,16.27,48.32,48.32,-0.83
TMI Diversified Assets GBP Acc Hdg,F00000W5R9,EAA Fund Macro Trading GBP,Pound Sterling,66.90%,58.08,1.22,70.99,24.15,0.68,23.47,47.52,47.52,-0.34
AI Money Market VNAV Insured Pen Inc,F000015QLK,EAA Fund Money Market - Other,Pound Sterling,36.33%,1.43,1.02,1.46,0.61,0.56,0.05,1.41,1.41,-0.28
Aviva Investors Sterling Lqdty Plus3œAcc,F0000024NQ,EAA Fund Money Market - Other,Pound Sterling,43.82%,3.58,1.3,4.65,3.89,1.99,1.89,2.75,2.75,-1
LGIM Sterling Liquidity Plus 4 GBP Acc,F000014U2R,EAA Fund Money Market - Other,Pound Sterling,57.37%,0.65,1.02,0.66,0.07,0.03,0.03,0.63,0.63,-0.02
NFU Mutual Deposit I,F000002YAJ,EAA Fund Money Market - Other,Pound Sterling,45.57%,0,0.8,0,0,0,0,0,0,0
Royal London S/T Fxd Inc Enh Y Acc,F00000W1WF,EAA Fund Money Market - Other,Pound Sterling,70.04%,2.82,1.14,3.22,1.69,0.94,0.75,2.47,2.47,-0.47
Royal London Short Term Fixed Inc Z Acc,F00000N85E,EAA Fund Money Market - Other,Pound Sterling,52.00%,1.1,1.09,1.2,0.35,0.16,0.19,1.01,1.01,-0.08
Schroder SSF Stlg Liqdty Pl C Acc GBP,F0000005RL,EAA Fund Money Market - Other,Pound Sterling,75.37%,1.5,1,1.5,0.55,0.54,0.01,1.49,1.49,-0.27
Jupiter Flexible Macro Fund L Acc,F000005J71,EAA Fund Multistrategy EUR,Pound Sterling,15.14%,12.2,2.79,,,,,,,
Absolute Insight FP,F000002BQQ,EAA Fund Multistrategy GBP,Pound Sterling,54.85%,10.65,1.27,13.51,13.4,8.28,5.12,8.39,8.39,-4.14
AQR Style Premia UCITS F GBP,F00000U5T3,EAA Fund Multistrategy GBP,Pound Sterling,6.05%,20.58,4.43,91.27,89.59,2.96,86.63,4.64,4.64,-1.48
Janus Henderson Diversified Alts Y Acc,F00000Q2PJ,EAA Fund Multistrategy GBP,Pound Sterling,71.95%,50.1,1.18,59.05,18.32,1.78,16.54,42.51,42.51,-0.89
Janus Henderson Mlt-Ast AbsRet A Acc,F0GBR056TX,EAA Fund Multistrategy GBP,Pound Sterling,72.39%,31.01,1.16,35.89,13.82,4.73,9.09,26.8,26.8,-2.36
LF Waverton Absolute Return II A Inc,F000001ZQM,EAA Fund Multistrategy GBP,Pound Sterling,23.20%,3.73,1.71,,,,,,,
Premier Miton Defensive GrB Inc,F00000LNAA,EAA Fund Multistrategy GBP,Pound Sterling,22.96%,6.01,2.2,,,,,,,
Premier Miton Multi-Asset Abs Ret A acc,F000002K4I,EAA Fund Multistrategy GBP,Pound Sterling,86.34%,31.85,1.08,34.33,9.8,5,4.79,29.54,29.54,-2.5
Sanlam Multi Strat Founder GBP Acc,F00000PWBQ,EAA Fund Multistrategy GBP,Pound Sterling,77.93%,39.27,1.13,44.35,11.68,2.09,9.59,34.76,34.76,-1.05
SEI GMF Liquid Alternative Hœ Wlth A Inc,F00000ZJXO,EAA Fund Multistrategy GBP,Pound Sterling,56.84%,38.7,1.32,51.24,26.4,4.38,22.01,29.23,29.23,-2.19
TM Fulcrum Diversified Liqd Alts FGBPAcc,F000011OC3,EAA Fund Multistrategy GBP,Pound Sterling,73.01%,52.37,1.15,60.29,17.26,2.46,14.8,45.49,45.49,-1.23
VT Avastra Global Alternatives A Acc,F00000LWJG,EAA Fund Multistrategy GBP,Pound Sterling,47.26%,27.13,1.42,38.56,22.9,3.43,19.47,19.08,19.08,-1.71
VT Global Total Return Fund F Acc,F00000JRQZ,EAA Fund Multistrategy GBP,Pound Sterling,72.94%,44.48,1.18,52.31,16.37,1.87,14.5,37.81,37.81,-0.93
Waverton Absolute Return P GBP,F00000SZ58,EAA Fund Multistrategy GBP,Pound Sterling,33.41%,4.99,1.49,7.45,7.46,3.36,4.1,3.35,3.35,-1.68
The VT Oxeye Hdgd Income Option Net Inc,F00000XG9Z,EAA Fund Options Trading,Pound Sterling,0.08%,2.95,19.96,,,,,,,
7IM Absolute Return Net Acc,F00000LZ4J,EAA Fund Other,Pound Sterling,0.58%,5.24,13.83,,,,,,,
abrdn Strategic Invmt Allc Retl Acc œUnH,F000005EUX,EAA Fund Other,Pound Sterling,1.06%,3.88,9.7,,,,,,,
BDP Corbiere Discretionary Balanced,F0000023EF,EAA Fund Other,Pound Sterling,85.30%,90.22,1.08,97.23,16.16,2.63,13.53,83.7,83.7,-1.31
Carvetian Savanna Income,F0000023LY,EAA Fund Other,Pound Sterling,81.58%,77.38,1.11,85.71,18.19,2.34,15.85,69.86,69.86,-1.17
Gresham General Income,F0GBR05VDM,EAA Fund Other,Pound Sterling,91.34%,78.41,1.04,81.66,8.33,1.95,6.38,75.28,75.28,-0.98
VT SG UK Defined Return Assets A Acc,F00000ZM28,EAA Fund Other,Pound Sterling,72.72%,93.6,1.18,110.57,34.39,3.07,31.32,79.24,79.24,-1.53
7IM Income Net Inc,F0GBR04VO4,EAA Fund Other Allocation,Pound Sterling,4.09%,26.79,5.41,144.79,142.04,2.21,139.83,4.96,4.96,-1.1
Alligator Fund Inc,F000003YJ6,EAA Fund Other Allocation,Pound Sterling,72.08%,88.6,1.2,106.2,38.11,5.83,32.28,73.92,73.92,-2.91
Ashmore Emer Mkts Mul-Ast Inst GBP Inc,F000010ERX,EAA Fund Other Allocation,Pound Sterling,79.82%,110,1.42,156.53,51.24,32.68,18.56,137.97,77.3,14
Carvetian Havenrock Income,F0GBR06JOL,EAA Fund Other Allocation,Pound Sterling,76.89%,75.56,1.12,84.98,21.26,3.47,17.8,67.18,67.18,-1.73
Carvetian Shakespeare Head Income,F00000OLPT,EAA Fund Other Allocation,Pound Sterling,84.92%,92.7,1.07,99.48,17.25,4.16,13.09,86.39,86.39,-2.08
Castellain Income A GBP UK Reporting Acc,F000010KKX,EAA Fund Other Allocation,Pound Sterling,68.17%,94.32,1.18,111.31,40.04,8.65,31.39,79.92,79.92,-4.33
CCM Quercus Unit Trust,F00000LMWO,EAA Fund Other Allocation,Pound Sterling,78.26%,56.05,1.14,63.67,15.4,1.08,14.32,49.35,49.35,-0.54
CF Benton Investment,F000000OUR,EAA Fund Other Allocation,Pound Sterling,91.29%,67.56,1.04,70.31,6.78,1.39,5.39,64.92,64.92,-0.69
CT Overseas Equity-Linked UK Gilt 3 Acc,F00000GV1G,EAA Fund Other Allocation,Pound Sterling,78.83%,110,1.26,138.06,34.4,7.22,27.18,110.88,87.65,8.01
CT Overseas Equity-Linked UK Infl 3 Acc,F00000GV1J,EAA Fund Other Allocation,Pound Sterling,76.52%,110,1.37,151.04,42.8,11.11,31.69,119.35,80.11,14.07
CT UK Equity-Linked Gilt 3 Acc,F00000GV1H,EAA Fund Other Allocation,Pound Sterling,78.94%,110,1.14,125.04,36.63,11.31,25.32,99.72,96.77,-4.18
CT UK Equity-Linked Inflation 3 Acc,F00000GV1I,EAA Fund Other Allocation,Pound Sterling,73.24%,110,1.26,138.12,46.5,11.55,34.95,103.17,87.6,2.01
DB PWM I Divers Cnsrv Ptf UCITS A GBPInc,F00000SDVH,EAA Fund Other Allocation,Pound Sterling,89.95%,44.96,1.05,47.32,6.89,2.27,4.62,42.71,42.71,-1.14
DB PWM I Divers Core Ptf UCITS A GBPInc,F00000SDVL,EAA Fund Other Allocation,Pound Sterling,93.27%,56.91,1.03,58.79,5.99,2.29,3.7,55.09,55.09,-1.14
DB PWM I Divers Gr Port UCITS A GBP Inc,F00000MGGF,EAA Fund Other Allocation,Pound Sterling,93.18%,74.96,1.03,77.34,7.17,2.48,4.69,72.65,72.65,-1.24
Family Balanced International E,F000002PK1,EAA Fund Other Allocation,Pound Sterling,94.10%,83.69,1.03,86.36,7.33,2.05,5.27,81.09,81.09,-1.03
Folla Inc,F0GBR06OVK,EAA Fund Other Allocation,Pound Sterling,94.47%,81.03,1.03,83.1,5.14,1.04,4.1,79,79,-0.52
Glenhuntley Trust Acc,F00000PU0B,EAA Fund Other Allocation,Pound Sterling,81.82%,61.07,1.12,68.2,14.84,1.32,13.52,54.69,54.69,-0.66
Hawthorn Portfolio A Inc,F00000Q9TI,EAA Fund Other Allocation,Pound Sterling,89.77%,60.21,1.06,63.97,8.6,1.31,7.3,56.67,56.67,-0.65
Hercules Growth Fund Acc,F00000W1AJ,EAA Fund Other Allocation,Pound Sterling,90.46%,110,1.05,116,10.86,0.29,10.57,105.43,104.31,0.41
Invesco Global Fincl Cptl UK (No Tr) Acc,F00000NHNM,EAA Fund Other Allocation,Pound Sterling,71.79%,98.47,1.18,115.81,40.02,7.95,32.07,83.74,83.74,-3.97
Janus Henderson Hrzn Global MA A2 GBP,F00000W1ZB,EAA Fund Other Allocation,Pound Sterling,92.69%,51.72,1.03,53.44,5.01,1.63,3.38,50.06,50.06,-0.81
LF Buxton Acc,F000003W4Y,EAA Fund Other Allocation,Pound Sterling,55.59%,33.11,1.39,46.09,25.17,2.85,22.31,23.78,23.78,-1.43
LF Mermaid,F000005HFH,EAA Fund Other Allocation,Pound Sterling,51.90%,29.59,1.42,42.04,23.13,1.92,21.21,20.83,20.83,-0.96
MI Diversified Strategy C Acc,F00000X506,EAA Fund Other Allocation,Pound Sterling,91.88%,80.73,1.04,83.76,8.33,2.39,5.94,77.82,77.82,-1.2
Moray Place Investment Company Inc,F00000WCBU,EAA Fund Other Allocation,Pound Sterling,65.44%,105.08,1.17,123.13,43.69,10.24,33.46,89.68,89.68,-5.12
Partners Group Generations I B Acc,F000010SA3,EAA Fund Other Allocation,Pound Sterling,61.64%,62.65,1.25,78.33,30.53,2.31,28.22,50.11,50.11,-1.16
Pippin Return A Net Acc,F00000NB7N,EAA Fund Other Allocation,Pound Sterling,82.48%,60.73,1.11,67.55,14.38,1.43,12.95,54.6,54.6,-0.72
Polar Capital Inc Opports B1 Instl Dis,F00000O15V,EAA Fund Other Allocation,Pound Sterling,79.52%,100.32,1.11,111.8,28.42,6.64,21.79,90.02,90.02,-3.32
Rosetta Andromeda Growth Net GBP Inc,F00000VZ48,EAA Fund Other Allocation,Pound Sterling,89.06%,80.79,1.06,85.95,13.33,3.32,10.01,75.94,75.94,-1.66
Rosetta Andromeda Income Net GBP Inc,F00000VZ49,EAA Fund Other Allocation,Pound Sterling,89.02%,70.85,1.06,75.11,9.04,0.75,8.29,66.83,66.83,-0.38
S&W Acacia,F000002X7J,EAA Fund Other Allocation,Pound Sterling,93.57%,96.61,1.03,99.64,7.46,1.5,5.96,93.68,93.68,-0.75
S&W Air Pilot Acc,F00000X3GH,EAA Fund Other Allocation,Pound Sterling,9.66E-01,65.78,1.02,66.91,2.59,0.35,2.24,64.67,64.67,-0.17
S&W Bay,F0GBR06OVF,EAA Fund Other Allocation,Pound Sterling,94.59%,90.78,1.03,93.45,7.58,2.33,5.25,88.2,88.2,-1.17
S&W Beech,F0GBR06OF1,EAA Fund Other Allocation,Pound Sterling,86.00%,110,1.09,120.31,18.42,1.65,16.78,103.53,100.57,0.66
S&W Brighton Rock,F000002XLH,EAA Fund Other Allocation,Pound Sterling,89.01%,83.14,1.06,87.87,13.29,4.1,9.2,78.67,78.67,-2.05
S&W Cheviot Acc,F00000X3GJ,EAA Fund Other Allocation,Pound Sterling,96.41%,87.86,1.02,89.39,4.61,1.58,3.03,86.36,86.36,-0.79
S&W Daisybelle,F00000LMWM,EAA Fund Other Allocation,Pound Sterling,37.94%,34.18,1.62,55.28,36.69,2.55,34.14,21.14,21.14,-1.27
S&W Dinky Acc,F00000QH2T,EAA Fund Other Allocation,Pound Sterling,94.24%,68.19,1.03,70.3,4.58,0.43,4.16,66.14,66.14,-0.21
S&W Dunninger GBP Acc,F00000O6X6,EAA Fund Other Allocation,Pound Sterling,94.45%,91.48,1.03,93.99,8.75,3.8,4.95,89.04,89.04,-1.9
S&W Endeavour II Acc,F000005HDM,EAA Fund Other Allocation,Pound Sterling,95.30%,88.81,1.03,91.2,6.97,2.25,4.72,86.48,86.48,-1.12
S&W Enterprise Trust,F000002KM1,EAA Fund Other Allocation,Pound Sterling,94.45%,82.73,1.03,85.36,6.16,0.97,5.19,80.17,80.17,-0.48
S&W Global Opportunities,F00000NNJB,EAA Fund Other Allocation,Pound Sterling,69.50%,110,1.17,128.62,37.89,5.53,32.36,96.27,94.07,-1.67
S&W Gloucester,F0GBR06L86,EAA Fund Other Allocation,Pound Sterling,94.80%,71.45,1.03,73.5,4.76,0.7,4.06,69.44,69.44,-0.35
S&W Gryphon Blackwall Net Inc,F00000VH4Q,EAA Fund Other Allocation,Pound Sterling,94.21%,81.57,1.03,83.84,6.52,2.05,4.47,79.37,79.37,-1.03
S&W Gryphon Brooklyn Net Inc,F00000VH4R,EAA Fund Other Allocation,Pound Sterling,92.98%,71.4,1.03,73.76,6.74,2.1,4.64,69.12,69.12,-1.05
S&W Gryphon Dover Net Inc,F0GBR06OM4,EAA Fund Other Allocation,Pound Sterling,93.24%,87.41,1.04,90.81,13.05,6.38,6.67,84.14,84.14,-3.19
S&W Gryphon East River Net Inc,F0GBR06OCC,EAA Fund Other Allocation,Pound Sterling,92.85%,71.47,1.03,73.88,6.68,1.94,4.74,69.14,69.14,-0.97
S&W Gryphon Peapod Net Inc,F0GBR054B8,EAA Fund Other Allocation,Pound Sterling,92.94%,71.57,1.03,73.95,6.78,2.1,4.69,69.26,69.26,-1.05
S&W Gryphon Pebble Net Inc,F00000LMWL,EAA Fund Other Allocation,Pound Sterling,92.15%,70.55,1.04,73.44,8.37,2.71,5.66,67.77,67.77,-1.36
S&W Gryphon Veracruz Net Inc,F00000VH4S,EAA Fund Other Allocation,Pound Sterling,92.87%,71.43,1.03,73.83,6.79,2.05,4.74,69.1,69.1,-1.03
S&W Headway,F000002XLI,EAA Fund Other Allocation,Pound Sterling,87.60%,76.78,1.06,81.44,13.22,4.16,9.05,72.39,72.39,-2.08
S&W ILEX Trust Inc,F0GBR06NFO,EAA Fund Other Allocation,Pound Sterling,94.29%,57.31,1.03,59.22,7.55,3.81,3.74,55.47,55.47,-1.9
S&W Jetwave Trust Acc,FOGBR05U52,EAA Fund Other Allocation,Pound Sterling,89.84%,88.65,1.05,92.75,11.31,3.28,8.03,84.72,84.72,-1.64
S&W Knotts Investment Inc,F000002XKX,EAA Fund Other Allocation,Pound Sterling,92.96%,71.17,1.04,73.91,6.16,0.79,5.37,68.54,68.54,-0.39
S&W Lancaster,F000003W5L,EAA Fund Other Allocation,Pound Sterling,93.67%,97.86,1.03,101.13,6.92,0.49,6.43,94.7,94.7,-0.25
S&W Langham Trust,F0GBR051UJ,EAA Fund Other Allocation,Pound Sterling,93.22%,109,1.03,112.51,8.75,1.83,6.92,105.59,105.59,-0.92
S&W Magnum,F0GBR051UG,EAA Fund Other Allocation,Pound Sterling,92.12%,91.41,1.04,95.49,9.66,1.67,8,87.49,87.49,-0.83
S&W Marathon Inc,F0GBR051UK,EAA Fund Other Allocation,Pound Sterling,91.61%,88.36,1.04,92.18,8.52,1.03,7.49,84.69,84.69,-0.51
S&W MF,F000002XLJ,EAA Fund Other Allocation,Pound Sterling,91.25%,93.53,1.04,97.69,9.09,0.94,8.15,89.54,89.54,-0.47
S&W Millennium Inc,F000002XL3,EAA Fund Other Allocation,Pound Sterling,90.96%,88.66,1.05,93.48,10.71,1.32,9.39,84.09,84.09,-0.66
S&W Milne,F000002XKY,EAA Fund Other Allocation,Pound Sterling,89.41%,60.79,1.06,64.63,8.61,1.16,7.45,57.18,57.18,-0.58
S&W Norton,F0GBR06OE9,EAA Fund Other Allocation,Pound Sterling,77.16%,77.62,1.12,87.06,22.6,4.75,17.85,69.21,69.21,-2.38
S&W Ourax Unit Trust,F00000LMWN,EAA Fund Other Allocation,Pound Sterling,88.55%,72.65,1.07,77.58,10.39,0.84,9.55,68.04,68.04,-0.42
S&W Saltus Growth Assets S GBP Inc,F00000ZS4G,EAA Fund Other Allocation,Pound Sterling,77.91%,71.17,1.11,79.2,18.07,2.82,15.25,63.96,63.96,-1.41
S&W Saltus Income S Inc,F00000VH4U,EAA Fund Other Allocation,Pound Sterling,88.75%,75.09,1.06,79.36,13.69,5.38,8.3,71.06,71.06,-2.69
S&W Saltus Real Return S Inc,F00000VH5B,EAA Fund Other Allocation,Pound Sterling,67.07%,27.52,1.2,33.01,12.58,2.5,10.07,22.94,22.94,-1.25
S&W Saltus Wealth B Acc,F00000NKJ8,EAA Fund Other Allocation,Pound Sterling,84.98%,63.28,1.08,68.42,10.94,1.05,9.89,58.53,58.53,-0.52
S&W Skye Inc,F0GBR06OJE,EAA Fund Other Allocation,Pound Sterling,84.72%,110,1.16,127.4,36.56,14.02,22.54,104.86,94.98,-2.07
S&W Smithfield Income and Growth Inc,F000002XL8,EAA Fund Other Allocation,Pound Sterling,88.08%,110,1.12,123.55,14.95,2.22,12.73,110.82,97.94,5.33
S&W Staffordshire Portfolio,F0GBR06IQD,EAA Fund Other Allocation,Pound Sterling,92.54%,82.64,1.04,86.26,9.29,2.22,7.08,79.18,79.18,-1.11
S&W Starhunter Managed Acc,F0GBR06IOM,EAA Fund Other Allocation,Pound Sterling,84.66%,80.05,1.08,86.24,16.04,4.1,11.94,74.3,74.3,-2.05
S&W Stellar,F000002XLK,EAA Fund Other Allocation,Pound Sterling,85.94%,77.56,1.07,82.67,11.63,1.72,9.91,72.77,72.77,-0.86
S&W Taber Investments Inc,F000005HDJ,EAA Fund Other Allocation,Pound Sterling,96.70%,83.6,1.02,85.01,3.02,0.22,2.8,82.21,82.21,-0.11
S&W The Rosslyn Net Inc,F00000VH4X,EAA Fund Other Allocation,Pound Sterling,84.55%,80.81,1.07,86.34,14.27,3.56,10.71,75.63,75.63,-1.78
S&W The SBB Net Accumulation,F00000OBNB,EAA Fund Other Allocation,Pound Sterling,93.66%,87.53,1.03,90.33,5.81,0.28,5.53,84.81,84.81,-0.14
S&W Touchstone Investment Acc,F00000QH2V,EAA Fund Other Allocation,Pound Sterling,89.85%,92.39,1.05,97.4,11.56,1.79,9.76,87.63,87.63,-0.9
S&W Tully Fund Acc,F000003W5I,EAA Fund Other Allocation,Pound Sterling,91.09%,96.26,1.04,100.06,10.7,3.24,7.46,92.6,92.6,-1.62
S&W Witch General Inc,F0GBR051UI,EAA Fund Other Allocation,Pound Sterling,92.39%,95.81,1.04,99.35,8.9,1.93,6.97,92.39,92.39,-0.97
S&W Worldwide,F0GBR06OPK,EAA Fund Other Allocation,Pound Sterling,81.44%,66.98,1.1,73.98,14.7,1.36,13.34,60.64,60.64,-0.68
Schroder Flexible Retirement I Acc,F00000W41H,EAA Fund Other Allocation,Pound Sterling,77.05%,9.89,1.18,11.66,8.05,4.79,3.27,8.39,8.39,-2.39
Securities Fund Accumulation Units,F0GBR06IS1,EAA Fund Other Allocation,Pound Sterling,87.76%,108.7,1.07,115.94,15.59,1.55,14.04,101.91,101.91,-0.78
Smith & Williamson Boulder Invmt Inc,F0000023MG,EAA Fund Other Allocation,Pound Sterling,90.80%,110,1.11,121.57,13.51,2.39,11.13,110.44,99.53,4.26
Smith & Williamson Eagle,F0GBR06O59,EAA Fund Other Allocation,Pound Sterling,92.88%,92.67,1.03,95.86,8.15,1.88,6.27,89.59,89.59,-0.94
Smith & Williamson Forest GBP,F0GBR06ORX,EAA Fund Other Allocation,Pound Sterling,94.57%,96.94,1.03,99.53,8.5,3.39,5.11,94.41,94.41,-1.69
Smith & Williamson Headspring Acc,F00000V7WZ,EAA Fund Other Allocation,Pound Sterling,93.98%,94.19,1.03,97.11,7.36,1.62,5.75,91.36,91.36,-0.81
Smith & Williamson Nectar Acc,F00000V7WY,EAA Fund Other Allocation,Pound Sterling,83.64%,83.23,1.08,90.26,15.45,1.94,13.51,76.75,76.75,-0.97
Smith & Williamson Orchard,F0GBR06OCR,EAA Fund Other Allocation,Pound Sterling,94.94%,91.45,1.02,93.61,7.14,2.87,4.27,89.34,89.34,-1.44
Smith & Williamson Plain Andrews UT GBP,F0GBR06OJC,EAA Fund Other Allocation,Pound Sterling,79.45%,107.41,1.1,117.66,26.39,6.8,19.59,98.06,98.06,-3.4
Smith & Williamson Princedale Inc,F00000WDCB,EAA Fund Other Allocation,Pound Sterling,89.02%,85.4,1.05,90.03,12.42,3.4,9.01,81.01,81.01,-1.7
SPW IPS Growth A Net Acc,F00000MRTW,EAA Fund Other Allocation,Pound Sterling,97.48%,88.58,1.01,89.73,2.96,0.66,2.3,87.43,87.43,-0.33
SPW IPS Income A Net Acc,F00000MRU0,EAA Fund Other Allocation,Pound Sterling,87.19%,39.27,1.07,42.16,8.83,3.24,5.59,36.57,36.57,-1.62
SPW IPS Strategic Income Q Net Inc,F00000QJE9,EAA Fund Other Allocation,Pound Sterling,86.00%,54.26,1.07,58.29,11.66,3.88,7.78,50.5,50.5,-1.94
